Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
11434;23840;Boreal Environment Research;12396095;0,41;Q2;2020;"Agricultural and Biological Sciences (miscellaneous) (Q2); Atmospheric Science (Q3); Ecological Modeling (Q3); Pollution (Q3)"
11435;19637;Crime, Law and Social Change;15730751, 09254994;0,41;Q2;2020;"Law (Q2); Social Sciences (miscellaneous) (Q2); Pathology and Forensic Medicine (Q3)"
11436;21100201977;Electronic Journal of Information Systems in Developing Countries;16814835;0,41;Q2;2020;"Information Systems (Q2); E-learning (Q3)"
11437;20379;Heat Transfer - Asian Research;15231496, 10992871;0,41;Q2;2020;"Fluid Flow and Transfer Processes (Q2); Condensed Matter Physics (Q3)"
11438;21100242609;Insights: the UKSG Journal;20487754;0,41;Q2;2020;Library and Information Sciences (Q2)
11439;18893;International Journal of Immunogenetics;1744313X, 17443121;0,41;Q3;2020;"Medicine (miscellaneous) (Q3); Genetics (Q4); Genetics (clinical) (Q4); Immunology (Q4); Molecular Biology (Q4)"
11440;4700152646;International Journal of Information Technology and Decision Making;2196220;0,41;Q2;2020;Computer Science (miscellaneous) (Q2)
11441;7000153218;International Journal of Speleology;1827806X, 03926672;0,41;Q2;2020;"Earth-Surface Processes (Q2); Geology (Q3)"
11442;21100229117;Journal for Advancement of Marketing Education;15375137, 23263296;0,41;Q2;2020;"Education (Q2); Marketing (Q3)"
11443;21100406640;Journal for Critical Education Policy Studies;17402743, 20510969;0,41;Q2;2020;Education (Q2)
11444;91547;Journal of Architectural Engineering;10760431, 19435568;0,41;Q1;2020;"Architecture (Q1); Visual Arts and Performing Arts (Q1); Building and Construction (Q2); Civil and Structural Engineering (Q3)"
11445;21100838567;Journal of Bio- and Tribo-Corrosion;21984220, 21984239;0,41;Q2;2020;"Materials Chemistry (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Metals and Alloys (Q2); Mechanics of Materials (Q3)"
11446;5700166813;Journal of Chinese Political Science;10806954, 15557898;0,41;Q2;2020;"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
11447;29535;Journal of Freshwater Ecology;2705060;0,41;Q3;2020;"Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
11448;14851;Journal of International Trade and Economic Development;09638199, 14699559;0,41;Q2;2020;"Aerospace Engineering (Q2); Development (Q2); Geography, Planning and Development (Q2)"
11449;12720;Journal of Nutritional Science and Vitaminology;18817742, 03014800;0,41;Q3;2020;"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
11450;21100871641;Journal of Space Safety Engineering;24688975, 24688967;0,41;Q2;2020;"Aerospace Engineering (Q2); Safety, Risk, Reliability and Quality (Q2)"
11451;19700182729;Journal of Thermal Science and Engineering Applications;19485093, 19485085;0,41;Q2;2020;"Engineering (miscellaneous) (Q2); Fluid Flow and Transfer Processes (Q2); Materials Science (miscellaneous) (Q2); Condensed Matter Physics (Q3)"
11452;16642;Michigan Law Review;262234;0,41;Q2;2020;Law (Q2)
11453;25160;New Zealand Journal of Geology, and Geophysics;00288306, 11758791;0,41;Q2;2020;"Earth and Planetary Sciences (miscellaneous) (Q2); Geology (Q3); Geophysics (Q3)"
11454;15705;Pediatric Annals;00904481, 19382359;0,41;Q3;2020;Pediatrics, Perinatology and Child Health (Q3)
11455;21100857772;Prehled Vyzkumu;12117250;0,41;Q1;2020;Linguistics and Language (Q1)
11456;17400154810;Radiological Physics and Technology;18650341, 18650333;0,41;Q2;2020;"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Medicine (miscellaneous) (Q3); Radiation (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
11457;21100894507;Smart Health;23526483;0,41;Q2;2020;"Information Systems (Q2); Computer Science Applications (Q3); Health Informatics (Q3); Health Information Management (Q3); Medicine (miscellaneous) (Q3)"
11458;17700155801;Turk Jinekoloji ve Obstetrik Dernegi Dergisi;13054252, 1307699X;0,41;Q3;2020;Obstetrics and Gynecology (Q3)
11459;25671;Washington Quarterly;15309177, 0163660X;0,41;Q2;2020;"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
11460;19900192585;Air, Soil and Water Research;11786221;0,409;Q2;2020;Environmental Science (miscellaneous) (Q2)
11461;19700187604;AJOB Neuroscience;21507740, 21507759;0,409;Q4;2020;Neuroscience (miscellaneous) (Q4)
11462;20976;Ardeola;05707358, 23410825;0,409;Q2;2020;"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
11463;24407;Computing (Vienna/New York);14365057, 0010485X;0,409;Q2;2020;"Software (Q2); Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Numerical Analysis (Q3); Theoretical Computer Science (Q3)"
11464;21859;Enfermedades Infecciosas y Microbiologia Clinica;0213005X, 15781852;0,409;Q3;2020;Microbiology (medical) (Q3)
11465;25957;ESAIM - Probability and Statistics;12928100, 12623318;0,409;Q3;2020;Statistics and Probability (Q3)
11466;100582;Exploration Geophysics;18347533, 08123985;0,409;Q3;2020;"Geology (Q3); Geophysics (Q3)"
11467;21100897503;Health Promotion Perspectives;22286497;0,409;Q2;2020;"Education (Q2); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3)"
11468;21989;Herpetological Journal;2680130;0,409;Q2;2020;"Animal Science and Zoology (Q2); Ecological Modeling (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Nature and Landscape Conservation (Q3)"
11469;21100898619;International Journal for Research in Vocational Education and Training;21978646, 21978638;0,409;Q2;2020;Education (Q2)
11470;22108;International Journal of Disability, Development and Education;1465346X, 1034912X;0,409;Q2;2020;"Education (Q2); Developmental and Educational Psychology (Q3); Health Professions (miscellaneous) (Q3); Health (social science) (Q3)"
11471;21100198723;International Journal of Economic Policy in Emerging Economies;17520452, 17520460;0,409;Q3;2020;Economics and Econometrics (Q3)
11472;20452;International Journal of Offshore and Polar Engineering;10535381;0,409;Q2;2020;"Mechanical Engineering (Q2); Ocean Engineering (Q2); Civil and Structural Engineering (Q3)"
11473;5800157981;International Studies of Management and Organization;00208825, 15580911;0,409;Q2;2020;"Business and International Management (Q2); Strategy and Management (Q2)"
11474;21100898964;Iranian Journal of Nursing and Midwifery Research;17359066, 22285504;0,409;Q2;2020;"Advanced and Specialized Nursing (Q2); Assessment and Diagnosis (Q2); Maternity and Midwifery (Q2); Nursing (miscellaneous) (Q2); Issues, Ethics and Legal Aspects (Q3)"
11475;21100775633;IZA Journal of Migration;21939039;0,409;Q1;2020;"Anthropology (Q1); Demography (Q2); Sociology and Political Science (Q2)"
11476;5700167221;Journal of Contemporary European Studies;14782790, 14782804;0,409;Q1;2020;"Cultural Studies (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
11477;15900;Journal of Extra-Corporeal Technology;221058;0,409;Q3;2020;"Cardiology and Cardiovascular Medicine (Q3); Health Professions (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)"
11478;3600148104;Journal of Family Studies;13229400;0,409;Q2;2020;Social Sciences (miscellaneous) (Q2)
11479;21100824437;Led i Sneg;20766734, 24123765;0,409;Q2;2020;"Earth-Surface Processes (Q2); Geochemistry and Petrology (Q3); Global and Planetary Change (Q3); Water Science and Technology (Q3)"
11480;21175;Natura Croatica;13300520;0,409;Q3;2020;"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
11481;6200180165;Signal, Image and Video Processing;18631711, 18631703;0,409;Q2;2020;"Electrical and Electronic Engineering (Q2); Signal Processing (Q2)"
11482;5800184384;SOCAR Proceedings;22186867, 22188622;0,409;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Applied Mathematics (Q3); Fuel Technology (Q3); Geology (Q3); Geophysics (Q3); Geotechnical Engineering and Engineering Geology (Q3)"
11483;6700153284;Social Influence;15534529, 15534510;0,409;Q3;2020;Social Psychology (Q3)
11484;27644;Curationis;3798577;0,408;Q3;2020;Medicine (miscellaneous) (Q3)
11485;23509;Ethical Theory and Moral Practice;13862820, 15728447;0,408;Q1;2020;"Philosophy (Q1); Social Sciences (miscellaneous) (Q2)"
11486;37473;Gold Bulletin;171557;0,408;Q2;2020;"Materials Science (miscellaneous) (Q2); Inorganic Chemistry (Q3)"
11487;13473;Home Health Care Services Quarterly;01621424, 15450856;0,408;Q2;2020;"Community and Home Care (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
11488;19111;Human Factors and Ergonomics In Manufacturing;10908471, 15206564;0,408;Q2;2020;"Industrial and Manufacturing Engineering (Q2); Human Factors and Ergonomics (Q3)"
11489;21100329538;International Journal of Healthcare Management;20479700, 20479719;0,408;Q2;2020;"Leadership and Management (Q2); Health Policy (Q3)"
11490;14757;International Journal of Health Care Quality Assurance;9526862;0,408;Q2;2020;"Business, Management and Accounting (miscellaneous) (Q2); Health Policy (Q3)"
11491;13750;JBIS - Journal of the British Interplanetary Society;0007084X;0,408;Q2;2020;"Aerospace Engineering (Q2); Space and Planetary Science (Q3)"
11492;29196;Journal of Cross-Cultural Gerontology;01693816, 15730719;0,408;Q3;2020;"Geriatrics and Gerontology (Q3); Health (social science) (Q3)"
11493;15540;Journal of Humanistic Psychology;1552650X, 00221678;0,408;Q1;2020;"Philosophy (Q1); Sociology and Political Science (Q2); Social Psychology (Q3)"
11494;21100807103;Journal of Stomatology, Oral and Maxillofacial Surgery;24687855;0,408;Q3;2020;"Oral Surgery (Q3); Otorhinolaryngology (Q3); Surgery (Q3)"
11495;17700156732;Journal of Teacher Education for Sustainability;16914147, 16915534;0,408;Q2;2020;Education (Q2)
11496;17656;Journal of the American Academy of Psychiatry and the Law;19433662, 10936793;0,408;Q3;2020;"Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Psychiatry and Mental Health (Q3)"
11497;26724;Journal of the American Society for Horticultural Science;31062;0,408;Q2;2020;"Horticulture (Q2); Genetics (Q4)"
11498;27360;Metallurgist;00260894, 15738892;0,408;Q2;2020;"Materials Chemistry (Q2); Metals and Alloys (Q2); Condensed Matter Physics (Q3); Mechanics of Materials (Q3)"
11499;21100778656;Mitochondrial DNA Part A: DNA Mapping, Sequencing, and Analysis;24701394, 24701408;0,408;Q4;2020;"Genetics (Q4); Molecular Biology (Q4)"
11500;19700182448;Open Access Emergency Medicine;11791500;0,408;Q2;2020;"Emergency Medicine (Q2); Emergency Nursing (Q2)"
11501;21100860902;Open Linguistics;23009969;0,408;Q1;2020;Linguistics and Language (Q1)
11502;19315;Rivista di Psichiatria;00356484, 20382502;0,408;Q3;2020;Psychiatry and Mental Health (Q3)
11503;19700182133;South African Journal of Education;20763433, 02560100;0,408;Q2;2020;Education (Q2)
11504;21100469364;Surface Topography: Metrology and Properties;2051672X;0,408;Q2;2020;"Instrumentation (Q2); Materials Chemistry (Q2); Surfaces, Coatings and Films (Q2); Process Chemistry and Technology (Q3)"
11505;17878;Willdenowia;5119618;0,408;Q2;2020;"Plant Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
11506;14395;Xinxing Tan Cailiao/New Carbon Materials;10078827;0,408;Q2;2020;Materials Science (miscellaneous) (Q2)
11507;21100901173;Applied Network Science;23648228;0,407;Q1;2020;"Multidisciplinary (Q1); Computer Networks and Communications (Q2); Computational Mathematics (Q3)"
11508;16730;Aquatic Ecosystem Health and Management;15394077, 14634988;0,407;Q3;2020;"Aquatic Science (Q3); Ecology (Q3); Management, Monitoring, Policy and Law (Q3)"
11509;14118;Development Southern Africa;14703637, 0376835X;0,407;Q2;2020;"Development (Q2); Geography, Planning and Development (Q2)"
11510;27205;Game Studies;16047982;0,407;Q1;2020;"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Applied Mathematics (Q3); Statistics, Probability and Uncertainty (Q3)"
11511;146160;International Journal of Injury Control and Safety Promotion;17457300;0,407;Q2;2020;"Safety Research (Q2); Public Health, Environmental and Occupational Health (Q3)"
11512;21100821160;International Journal of Molecular and Cellular Medicine;22519645, 22519637;0,407;Q3;2020;"Biochemistry (Q3); Biotechnology (Q3); Cell Biology (Q4); Genetics (Q4); Molecular Biology (Q4); Molecular Medicine (Q4)"
11513;12695;International Review of Education;15730638, 00208566;0,407;Q2;2020;"Education (Q2); E-learning (Q3)"
11514;21100204120;Journal of Analytical Methods in Chemistry;20908873, 20908865;0,407;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Instrumentation (Q2); Analytical Chemistry (Q3); Computer Science Applications (Q3)"
11515;15405;Journal of Child Psychotherapy;14699370, 0075417X;0,407;Q3;2020;"Clinical Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
11516;25316;Journal of Ethnicity in Substance Abuse;15332659, 15332640;0,407;Q3;2020;"Health (social science) (Q3); Medicine (miscellaneous) (Q3)"
11517;21100854622;Journal of Facade Design and Engineering;22133038, 2213302X;0,407;Q1;2020;"Architecture (Q1); Building and Construction (Q2); Civil and Structural Engineering (Q3)"
11518;23103;Journal of Pharmacy Practice;08971900, 15311937;0,407;Q2;2020;"Pharmacy (Q2); Pharmacology (medical) (Q3)"
11519;21100943253;Journal of Physics Communications;23996528;0,407;Q3;2020;Physics and Astronomy (miscellaneous) (Q3)
11520;20986;Journal of Pressure Vessel Technology, Transactions of the ASME;00949930, 15288978;0,407;Q2;2020;"Mechanical Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Mechanics of Materials (Q3)"
11521;21189;Journal of Strain Analysis for Engineering Design;03093247, 20413130;0,407;Q2;2020;"Mechanical Engineering (Q2); Applied Mathematics (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3)"
11522;23723;Journal of Women and Aging;15407322, 08952841;0,407;Q2;2020;"Gender Studies (Q2); Geriatrics and Gerontology (Q3)"
11523;21100887529;RMLE Online;19404476;0,407;Q2;2020;Education (Q2)
11524;16302;Adsorption;15728757, 09295607;0,406;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Surfaces and Interfaces (Q3)"
11525;10600153358;Analytical Chemistry Insights;11773901;0,406;Q2;2020;"Medical Laboratory Technology (Q2); Analytical Chemistry (Q3); Biochemistry (Q3)"
11526;13171;Biocontrol Science;18840205, 13424815;0,406;Q3;2020;"Applied Microbiology and Biotechnology (Q3); Public Health, Environmental and Occupational Health (Q3)"
11527;4000151708;China Review;16802012;0,406;Q1;2020;Cultural Studies (Q1)
11528;21000196008;Computational and Theoretical Chemistry;2210271X;0,406;Q3;2020;"Biochemistry (Q3); Condensed Matter Physics (Q3); Physical and Theoretical Chemistry (Q3)"
11529;29109;Corrosion Engineering Science and Technology;1478422X;0,406;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)"
11530;21100200426;Frontiers of Computer Science;20952228, 20952236;0,406;Q2;2020;"Computer Science (miscellaneous) (Q2); Theoretical Computer Science (Q3)"
11531;21100409130;Frontiers of Information Technology and Electronic Engineering;20959230, 20959184;0,406;Q2;2020;"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Signal Processing (Q2)"
11532;21100394230;Horticulture Journal;21890102, 21890110;0,406;Q2;2020;"Horticulture (Q2); Plant Science (Q3)"
11533;21100944119;Indian Journal of Economics and Business (discontinued);9725784;0,406;Q2;2020;"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q2)"
11534;21100805777;Information and Learning Science;23985348;0,406;Q2;2020;"Education (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3)"
11535;21100921194;Journal of Analysis and Testing;25094696, 2096241X;0,406;Q2;2020;"Instrumentation (Q2); Materials Chemistry (Q2); Analytical Chemistry (Q3); Electrochemistry (Q3); Environmental Chemistry (Q3); Spectroscopy (Q3)"
11536;21100897051;Journal of Public Affairs Education;23289643, 15236803;0,406;Q2;2020;"Education (Q2); Public Administration (Q2)"
11537;35539;New Zealand Journal of Crop and Horticultural Science;1140671;0,406;Q2;2020;"Agronomy and Crop Science (Q2); Horticulture (Q2)"
11538;21100316021;Obstetric Medicine;1753495X, 17534968;0,406;Q3;2020;Obstetrics and Gynecology (Q3)
11539;16882;Periodica Polytechnica: Civil Engineering;05536626, 15873773;0,406;Q3;2020;"Civil and Structural Engineering (Q3); Geotechnical Engineering and Engineering Geology (Q3)"
11540;15810;Probability in the Engineering and Informational Sciences;02699648, 14698951;0,406;Q2;2020;"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
11541;25330;Rationality and Society;14617358, 10434631;0,406;Q2;2020;"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
11542;21100856516;Region;24095370;0,406;Q2;2020;"Geography, Planning and Development (Q2); Economics and Econometrics (Q3)"
11543;19376;Water Science and Technology;2731223;0,406;Q3;2020;"Environmental Engineering (Q3); Water Science and Technology (Q3)"
11544;20667;Asian Pacific Journal of Allergy and Immunology;22288694, 0125877X;0,405;Q3;2020;"Immunology and Allergy (Q3); Medicine (miscellaneous) (Q3); Immunology (Q4)"
11545;19414;Canadian Journal of Urology;11959479;0,405;Q3;2020;"Medicine (miscellaneous) (Q3); Urology (Q3)"
11546;21100894513;Chemical Engineering Science: X;25901400;0,405;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)"
11547;15500154711;Chemosensory Perception;19365810, 19365802;0,405;Q4;2020;"Cellular and Molecular Neuroscience (Q4); Sensory Systems (Q4)"
11548;19700173248;Clinical Medicine Insights: Blood Disorders;1179545X;0,405;Q3;2020;Hematology (Q3)
11549;21100977421;Condensed Matter;24103896;0,405;Q3;2020;"Condensed Matter Physics (Q3); Electronic, Optical and Magnetic Materials (Q3)"
11550;20335;Florida Entomologist;154040;0,405;Q3;2020;"Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3)"
11551;17700156201;Genetic Testing and Molecular Biomarkers;19450265, 19450257;0,405;Q3;2020;"Medicine (miscellaneous) (Q3); Genetics (clinical) (Q4)"
11552;21217;Homeopathy;14754916, 14764245;0,405;Q2;2020;Complementary and Alternative Medicine (Q2)
11553;39526;IIC International Review of Intellectual Property and Competition Law;00189855, 21950237;0,405;Q2;2020;"Law (Q2); Political Science and International Relations (Q2)"
11554;15028;Indian Journal of Pediatrics;09737693, 00195456;0,405;Q3;2020;Pediatrics, Perinatology and Child Health (Q3)
11555;21100330731;Internet Mathematics;15427951, 19449488;0,405;Q3;2020;"Applied Mathematics (Q3); Computational Mathematics (Q3); Modeling and Simulation (Q3)"
11556;21100345801;JBI Database of Systematic Reviews and Implementation Reports;22024433;0,405;Q2;2020;"Nursing (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
11557;24174;Journal of Cluster Science;15728862, 10407278;0,405;Q2;2020;"Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Biochemistry (Q3); Condensed Matter Physics (Q3)"
11558;21100388307;Journal of Ethnic Foods;23526181;0,405;Q2;2020;"Anthropology (Q2); Food Science (Q3)"
11559;16381;Journal of Mining Science;10627391, 15738736;0,405;Q3;2020;"Geology (Q3); Geotechnical Engineering and Engineering Geology (Q3)"
11560;13670;Journal of Plastic Film and Sheeting;87560879, 15308014;0,405;Q2;2020;"Materials Chemistry (Q2); Polymers and Plastics (Q2); Surfaces, Coatings and Films (Q2)"
11561;16002;Journal of Postgraduate Medicine;09722823, 00223859;0,405;Q3;2020;Medicine (miscellaneous) (Q3)
11562;2000147401;Journal of the International Phonetic Association;251003;0,405;Q1;2020;"Anthropology (Q1); Linguistics and Language (Q1); Speech and Hearing (Q3)"
11563;12671;Mental Health, Religion and Culture;14699737, 13674676;0,405;Q3;2020;"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
11564;16387;OTJR Occupation, Participation and Health;15394492;0,405;Q2;2020;Occupational Therapy (Q2)
11565;19400158901;Perfiles Educativos;1852698;0,405;Q2;2020;Education (Q2)
11566;12989;Revista Brasileira de Ortopedia;19824378, 01023616;0,405;Q3;2020;"Orthopedics and Sports Medicine (Q3); Surgery (Q3)"
11567;17700156017;Revista de Psicologia del Deporte;1132239X;0,405;Q3;2020;"Applied Psychology (Q3); Sports Science (Q3)"
11568;21100198496;American Journal of Lifestyle Medicine;15598276, 15598284;0,404;Q3;2020;"Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
11569;21100220432;Asian Journal of Atmospheric Environment;19766912, 22871160;0,404;Q2;2020;"Environmental Science (miscellaneous) (Q2); Atmospheric Science (Q3)"
11570;19900191701;Azania;0067270X, 19455534;0,404;Q1;2020;"Archeology (Q1); Archeology (arts and humanities) (Q1)"
11571;5900153306;BioResources;19302126;0,404;Q3;2020;"Bioengineering (Q3); Environmental Engineering (Q3); Waste Management and Disposal (Q3)"
11572;37911;Bulletins et Memoires de la Societe d'Anthropologie de Paris;17775469, 00378984;0,404;Q1;2020;"Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); Anthropology (Q2)"
11573;16366;Canadian Journal of Chemical Engineering;00084034, 1939019X;0,404;Q2;2020;Chemical Engineering (miscellaneous) (Q2)
11574;28588;China Ocean Engineering;8905487;0,404;Q2;2020;"Mechanical Engineering (Q2); Ocean Engineering (Q2); Oceanography (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
11575;21100886391;Computers;2073431X;0,404;Q2;2020;"Computer Networks and Communications (Q2); Human-Computer Interaction (Q3)"
11576;21100212330;Drug Discoveries and Therapeutics;1881784X, 18817831;0,404;Q2;2020;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Pharmacology (medical) (Q3)"
11577;23159;Echocardiography;07422822, 15408175;0,404;Q3;2020;"Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
11578;19700188325;Frontiers in Heat and Mass Transfer;21518629;0,404;Q2;2020;"Engineering (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q3)"
11579;28670;Geographica Helvetica;00167312, 21948798;0,404;Q2;2020;"Anthropology (Q2); Earth-Surface Processes (Q2); Geography, Planning and Development (Q2); Global and Planetary Change (Q3)"
11580;21100814051;Information Discovery and Delivery;23986247;0,404;Q2;2020;"Computer Science (miscellaneous) (Q2); Library and Information Sciences (Q2)"
11581;4000149501;International Journal of Product Lifecycle Management;17435110, 17435129;0,404;Q2;2020;"Business and International Management (Q2); Safety, Risk, Reliability and Quality (Q2); Management Science and Operations Research (Q3)"
11582;12734;Issues in Educational Research;03137155, 18376290;0,404;Q2;2020;Education (Q2)
11583;20239;Journal of Molecular Microbiology and Biotechnology;14753774, 14641801;0,404;Q3;2020;"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3); Microbiology (Q4); Molecular Biology (Q4)"
11584;21100843798;Journal of Southern Hemisphere Earth Systems Science;22065865;0,404;Q3;2020;"Atmospheric Science (Q3); Global and Planetary Change (Q3); Oceanography (Q3)"
11585;21100916902;Learning: Research and Practice;23735082, 23735090;0,404;Q2;2020;Education (Q2)
11586;5600155625;Politikon;02589346, 14701014;0,404;Q2;2020;"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
11587;21100911067;Studies in Graduate and Postdoctoral Education;23984694, 23984686;0,404;Q2;2020;Education (Q2)
11588;17473;Survey Review;17522706, 00396265;0,404;Q2;2020;"Earth and Planetary Sciences (miscellaneous) (Q2); Civil and Structural Engineering (Q3); Computers in Earth Sciences (Q3)"
11589;21100896682;Toxicon: X;25901710;0,404;Q4;2020;Toxicology (Q4)
11590;25390;Turkish Journal of Gastroenterology;13004948, 21485607;0,404;Q3;2020;Gastroenterology (Q3)
11591;21100847372;Advances in Materials Research (South Korea);2234179X, 22340912;0,403;Q2;2020;"Metals and Alloys (Q2); Polymers and Plastics (Q2); Biomaterials (Q3); Ceramics and Composites (Q3); Electronic, Optical and Magnetic Materials (Q3)"
11592;21100305243;Australasian Journal of Early Childhood;18369391;0,403;Q2;2020;"Education (Q2); Developmental and Educational Psychology (Q3)"
11593;19900192570;Central European Journal of Urology;20804873, 20804806;0,403;Q3;2020;Urology (Q3)
11594;16396;Chemical Engineering and Technology;09307516, 15214125;0,403;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)"
11595;4700152782;College and Undergraduate Libraries;10691316, 15452530;0,403;Q2;2020;"Education (Q2); Library and Information Sciences (Q2); E-learning (Q3)"
11596;21100898536;European Journal of Obstetrics and Gynecology and Reproductive Biology: X;25901613;0,403;Q3;2020;"Obstetrics and Gynecology (Q3); Reproductive Medicine (Q3)"
11597;21100788796;Fragmenta Entomologica;22844880, 0429288X;0,403;Q3;2020;"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3)"
11598;21100854451;Global Journal of Environmental Science and Management;23833866, 23833572;0,403;Q2;2020;Environmental Science (miscellaneous) (Q2)
11599;18604;Grana;00173134, 16512049;0,403;Q3;2020;"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)"
11600;29232;International Journal of Occupational Safety and Ergonomics;10803548;0,403;Q2;2020;"Safety Research (Q2); Safety, Risk, Reliability and Quality (Q2); Public Health, Environmental and Occupational Health (Q3)"
11601;101620;International Journal of Pest Management;09670874, 13665863;0,403;Q2;2020;"Agronomy and Crop Science (Q2); Insect Science (Q3)"
11602;21100331504;International Review of Aerospace Engineering;19737459, 25332279;0,403;Q2;2020;"Aerospace Engineering (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Fluid Flow and Transfer Processes (Q2)"
11603;21100217205;Journal of Borderlands Studies;21591229, 08865655;0,403;Q2;2020;"Geography, Planning and Development (Q2); Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
11604;21100223527;Journal of Clinical Sport Psychology;19329261, 1932927X;0,403;Q3;2020;Applied Psychology (Q3)
11605;12725;Journal of Coatings Technology Research;15470091, 19353804;0,403;Q2;2020;"Chemistry (miscellaneous) (Q2); Surfaces, Coatings and Films (Q2); Colloid and Surface Chemistry (Q3); Surfaces and Interfaces (Q3)"
11606;21100857390;Journal of the Korean Association of Oral and Maxillofacial Surgeons;22347550, 22345930;0,403;Q3;2020;"Oral Surgery (Q3); Surgery (Q3)"
11607;145254;Journal of the Korean Mathematical Society;3049914;0,403;Q3;2020;Mathematics (miscellaneous) (Q3)
11608;16902;Labour;11217081, 14679914;0,403;Q1;2020;"History (Q1); Demography (Q2); Geography, Planning and Development (Q2); Industrial Relations (Q2); Organizational Behavior and Human Resource Management (Q3)"
11609;19400158510;Logistics Research;18650368, 1865035X;0,403;Q2;2020;"Control and Systems Engineering (Q2); Information Systems (Q2); Management Information Systems (Q2); Computer Science Applications (Q3); Management Science and Operations Research (Q3)"
11610;21100265182;Mental Health and Prevention;22126570;0,403;Q3;2020;"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
11611;13716;Petroleum Science and Technology;15322459, 10916466;0,403;Q2;2020;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)"
11612;19700189100;Pharmaceutical Medicine;11782595, 11791993;0,403;Q3;2020;"Pharmacology (Q3); Pharmacology (medical) (Q3)"
